Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,timeframe,class
0.017688,0.24279,0.51188,3.1083,78.951,0.070852,0.024926,2.9698,1.0106,0.72105,0.024926,0.10266,0.038316,0.024926,1462.9,0.24951,4.1187,0.024926,0.015765,40.145,0.92106,0.015191,0.011188,0.096842,0.72105,0.2197,0.097106,2.0865,4.5564,0.040388,0.015765,56.647,6.4434,0.062569,0.015191,1.6128,,0.72105,0.0096084,0.74818,0.15699,0.0096084,132.29,92.141,0.10172,2.3921,40.572,-0.020463,-0.012942,3.1083,0.24279,0.1552,2.9391,2.9391,18431.0,0.010527,0.024531,0.98947,0.0,9.092,3.9613,56.051,6.512,6.4447,4,0
0.23304,0.22792,0.22478,2.0415,66.777,0.43927,0.28662,3.3874,1.2655,0.77208,0.28662,1.328,0.27415,0.28662,249.05,1.4656,4.3874,0.28662,0.23523,16.459,1.2169,0.26689,0.19125,0.54425,0.77208,1.2305,2.7719,0.40184,4.4985,0.11507,0.23523,81.815,4.4613,1.171,0.26689,1.2544,31.871,0.78418,0.21904,0.40655,0.023841,0.21904,105.7,89.243,4.2412,1.7869,20.829,0.21947,0.18012,1.9331,0.21582,0.22415,1.3802,1.4018,7084.3,0.20979,0.30183,0.79021,0.015673,22.176,4.09,64.651,5.6457,2.1782,2,0
0.011839,1.0011,-0.10988,0.8711,-66.521,-0.17829,0.011839,-0.001136,1.718,-0.001137,0.046075,0.01389,0.035778,0.011839,5944.9,0.061397,0.99886,0.011839,0.006891,41.156,1.0576,0.046069,0.006891,-0.16645,-0.13234,0.061397,1.3456,-0.42673,3.8953,0.58149,0.024663,182.63,1.9986,1.7017,0.014423,1.718,3.7454,0.14539,0.008395,0.004887,0.34872,0.026815,156.87,115.71,0.061117,0.64383,41.505,-0.003559,-0.002072,0.74167,0.85239,0.50035,-0.004416,0.56466,-863.32,0.008395,-10.412,0.99324,-128.87,8.8686,3.1544,181.1,2.0155,6.6723,1,0
0.10162,0.52996,0.036448,1.0941,-64.922,0.0,0.12257,0.88693,0.70601,0.47004,0.13655,0.31649,0.21407,0.12257,1279.9,0.28518,1.8869,0.12257,0.1736,68.758,1.008,0.10014,0.14393,0.15927,0.15542,0.24565,7.1597,0.063246,4.0975,0.51975,0.18031,235.31,1.5511,1.1335,0.10531,0.70601,2.0418,0.61242,0.14916,0.43805,0.13726,0.14183,131.35,62.594,0.76406,0.75069,80.811,0.071569,0.10137,0.79952,0.38726,0.64468,0.81563,1.0627,456.2,0.14916,0.21619,0.83915,0.30292,5.3085,5.8312,200.21,1.8231,1.2251,4,0
0.30537,0.61427,-0.091342,0.79331,-31.515,0.0,0.30537,0.62795,3.7853,0.38573,0.35529,0.691,0.094184,0.30537,628.89,0.58038,1.6279,0.30537,0.080673,18.819,0.93987,0.34987,0.080673,1.3467,0.29086,0.58038,7.0083,-0.14065,2.868,0.16221,0.080673,48.527,7.5215,5.4112,0.46133,3.7853,0.9018,0.55807,0.12187,0.00058882,0.05106,0.092428,33.78,14.962,1.5647,0.35169,21.43,0.29873,0.078918,0.57073,0.44192,0.13295,0.59396,0.85935,-67.397,0.12187,0.79167,0.92005,0.4468,19.396,24.396,42.613,8.5654,5.8287,4,0
0.004937,0.52884,0.33585,3.2328,75.429,0.000858,0.010686,0.89094,0.35625,0.47116,0.039781,0.071043,0.10176,0.010686,5324.7,0.068548,1.8909,0.010686,0.029997,219.65,1.1268,0.025772,0.013859,0.060433,0.43487,0.057677,0.8858,0.65376,5.0264,1.2133,0.10884,165.96,2.2429,0.63795,0.02542,0.35625,0.9101,0.76991,0.071355,1.0246,0.34338,0.072343,340.32,120.67,0.02303,1.8076,231.93,0.000207,0.000581,0.91951,0.15042,0.44585,0.91714,1.4987,3.2328,0.071355,0.010479,0.97089,0.63408,1.6618,3.0247,154.12,2.3684,0.69345,5,0
-0.022592,0.37338,0.094443,1.4257,41.873,0.22888,-0.034901,1.6783,0.44143,0.62662,-0.000747,-0.1573,-0.009173,-0.034901,-33656.0,-0.010845,2.6783,-0.034901,-0.079062,28.147,1.0044,-0.004596,-0.051179,-0.14295,0.54288,0.02212,-0.13456,0.13814,5.0951,0.84582,-0.079062,203.77,1.8831,1.119,0.044012,0.44143,1.8632,0.77813,0.099702,0.080062,0.47402,-0.010411,246.86,218.71,-0.66368,1.2722,29.739,-0.035447,-0.0803,0.84718,0.22187,0.53105,0.91654,1.1381,1.4257,0.099702,0.0,0.95789,0.24178,12.968,1.6689,183.46,1.9896,0.64567,5,0
0.3354,0.54309,0.22533,1.4216,7.8427,0.0,0.3354,0.84131,3.3862,0.45691,0.34059,0.62749,0.10583,0.3354,553.18,0.65982,1.8413,0.3354,0.099049,16.546,1.2455,0.33977,0.099049,0.79625,0.34558,0.65982,65.419,0.93819,3.7201,0.13423,0.099738,63.965,5.7062,5.616,0.33618,3.3862,,0.45691,0.099281,0.17667,0.049909,0.10034,71.724,55.177,2.1849,1.1344,18.37,0.31682,0.093564,1.3991,0.5345,0.17525,1.9024,1.9024,1182.8,0.099281,0.73406,0.90111,0.0,22.059,6.615,57.615,6.3352,14.099,5,0
-0.042384,0.32784,0.12888,1.3934,-45.327,0.0,-0.042384,2.0502,0.93803,0.67216,-0.023626,-0.12937,-0.019916,-0.042384,-6405.3,-0.056984,3.0502,-0.042384,-0.045184,116.23,0.90149,-0.025978,-0.045184,,0.52827,-0.056984,-1.385,0.23712,3.3304,0.31635,-0.02552,87.118,4.1897,4.1867,-0.43456,0.93803,,0.67216,-0.46327,0.094923,-4.801,-0.027694,165.52,49.291,-0.14189,0.48159,79.434,-0.049681,-0.052962,1.3924,0.32761,0.23868,1.2367,1.2367,275.79,-0.46327,-0.063057,1.0314,0.0,3.1402,7.4051,127.48,2.8633,1.7259,5,0
0.030248,0.57985,0.16556,1.3973,-41.186,0.0,0.069042,0.72459,2.4801,0.42015,0.085621,0.16569,0.10262,0.069042,831.56,0.43893,1.7246,0.069042,0.027839,52.202,1.8316,0.077899,0.012196,0.14875,0.081494,0.37203,4.6986,0.39631,3.8224,0.2304,0.031933,64.011,5.7022,4.0976,0.10408,2.4801,1.3946,0.58332,0.041966,0.16776,0.073388,0.03141,75.402,23.2,0.085276,0.54608,54.489,-0.10757,-0.043375,1.0041,0.41668,0.17537,1.0057,1.3963,1100.0,0.041966,0.071993,0.9734,0.38835,6.992,15.733,61.324,5.952,5.9367,4,0
0.04686,0.58208,0.18236,1.4723,-20.116,0.10029,0.052699,0.64751,1.0508,0.3769,0.052699,0.1365,0.079635,0.052699,1657.2,0.22025,1.718,0.052699,0.032734,58.802,1.17,0.091989,0.029108,0.11132,0.3769,0.21022,0.60042,0.42255,5.6047,0.35212,0.032734,91.979,3.9683,0.15803,0.091989,1.6388,1.577,0.5729,0.057139,0.05073,0.11425,0.057139,124.44,65.635,0.18068,0.80055,61.789,0.016483,0.010239,0.97656,0.38608,0.252,0.87335,1.3275,73395.0,0.048338,0.12433,0.95166,0.52002,6.2072,5.5611,87.533,4.1698,3.7304,4,0
0.18721,0.067424,0.43468,8.2527,71.369,0.5488,0.2311,13.72,1.2333,0.92505,0.2311,3.856,0.23704,0.2311,98.004,3.7243,14.832,0.2311,0.21816,37.642,1.3037,0.19986,0.17673,0.67879,0.92505,3.0734,2.3268,0.8601,4.5057,0.023443,0.21816,25.468,14.332,2.9642,0.19986,1.1715,51.449,0.93254,0.18867,3.3654,0.010082,0.18867,100.92,63.282,1.7136,6.4299,46.424,0.17985,0.16978,7.3359,0.059933,0.069775,1.8304,1.8452,13928.0,0.18916,0.20238,0.81084,0.008097,9.6965,5.7678,20.65,17.675,2.0961,1,0
0.11618,0.47914,0.39712,1.8319,-5.149,0.0,0.11618,1.0871,3.0661,0.52086,0.11988,0.24339,0.037892,0.11618,1505.3,0.24248,2.0871,0.11618,0.037892,51.457,1.1697,0.14054,0.037892,0.17322,0.45529,0.24248,38.049,3.1637,3.4843,0.10978,0.038084,112.64,6.1912,6.1682,0.13897,3.1095,,0.52086,0.045325,0.31354,0.11364,0.045837,86.283,34.826,0.26878,0.9264,53.384,0.0,0.0,1.8251,0.47736,0.3086,4.1496,4.1496,1211.2,0.49551,0.22306,0.95164,0.0,7.0933,10.481,56.826,6.4231,24.427,1,0
0.0022334,0.089799,0.059597,2.3894,-0.61796,0.0,0.0022334,10.136,0.79835,0.9102,0.017427,0.052068,0.12754,0.0022334,321.92,1.1338,11.136,0.0022334,0.0027976,24.981,1.1152,0.017427,0.0027976,-0.12529,0.0022334,1.1338,1.147,0.066403,3.661,0.10642,0.021828,19.804,18.431,8.8039,0.0077651,0.79835,1.0202,0.9571,0.0097264,0.25592,0.025581,0.021828,41.84,16.858,0.040875,1.1155,25.227,-0.082157,-0.10291,1.1414,0.042895,0.054258,1.0141,1.0664,273.03,0.0097264,0.0024538,0.99728,0.051532,14.611,21.651,19.611,18.612,0.88952,4,0
0.048723,0.60313,0.1577,1.3482,-12.032,0.0,0.048723,0.65803,2.5522,0.39687,0.052264,0.10756,0.056152,0.048723,1536.1,0.23761,1.658,0.048723,0.01909,30.45,0.99925,0.0,0.01909,0.20439,0.34895,0.23761,0.0,0.40506,4.4956,0.2307,0.041458,85.01,4.2936,3.2246,0.0053401,2.5522,17.771,0.41926,0.0020924,0.046312,0.21255,0.0,84.334,53.884,0.22884,0.87811,39.959,-0.094588,-0.037061,1.0125,0.45296,0.2329,1.0194,1.0769,4936.6,0.23796,0.12277,0.7635,0.056397,11.987,6.7738,64.78,5.6344,6.5553,4,0
0.014785,0.036581,0.58897,17.101,142.62,0.0,0.019145,26.341,1.0431,0.96355,0.019145,0.52337,0.061881,0.019145,206.86,1.7645,27.337,0.019145,0.018355,64.072,,0.015229,0.014174,0.019145,0.93042,1.6453,,1.5717,3.1787,-0.26065,0.018355,12.965,28.694,28.694,0.013439,1.0686,,0.96355,0.012884,8.6516,0.020111,0.0146,108.15,44.081,0.080746,13.657,63.671,-0.030172,-0.028926,17.101,0.036581,0.03485,2.5714,2.5714,888.76,0.012706,0.015344,0.98226,0.0,5.6967,8.2803,12.801,28.514,2.7836,1,1
0.10653,0.79345,0.026694,1.0625,0.9135,0.25869,0.13136,0.2414,1.0893,0.19154,0.13136,0.30748,0.11322,0.13136,1852.6,0.19702,1.2603,0.13136,0.09514,5.5433,0.80369,0.14302,0.077159,0.32225,0.19154,0.16573,1.1284,0.048883,4.7623,0.55419,0.09514,123.02,2.9669,0.18026,0.14302,1.4394,1.1822,0.55776,0.10359,0.072177,0.15529,0.10359,111.84,106.3,5.0806,1.0134,6.0383,0.11806,0.085507,0.57208,0.42722,0.33705,0.35075,1.0214,1544.3,0.081976,0.5562,0.91802,1.912,65.846,3.4336,112.94,3.2318,2.5284,2,0
0.27273,0.2701,0.38568,2.4279,-46.81,1.1122,0.27273,2.6924,1.3014,0.72722,0.27273,1.0098,0.2782,0.27273,313.52,1.1642,3.7023,0.27273,0.2413,44.762,0.9744,0.26819,0.2413,1.1122,0.72722,1.1642,3.0879,1.1205,4.8372,0.10337,0.2413,113.51,3.2155,0.99293,0.26819,1.1442,,0.72722,0.23728,1.8802,0.028654,0.23728,47.774,3.0116,1.9676,1.9147,58.254,0.22648,0.20037,2.4279,0.2701,0.31099,2.1127,2.1127,26513.0,0.2316,0.37504,0.7684,0.0,8.1542,121.2,87.223,4.1847,3.2836,4,0
-0.024023,0.17529,0.28521,3.0883,21.668,0.0,-0.024023,4.7049,1.6665,0.82471,-0.022339,-0.17589,0.013868,-0.024023,2768.3,0.13185,5.7049,-0.024023,-0.014415,36.862,1.235,-0.025013,-0.014415,0.14412,0.79549,0.13185,-14.855,0.49327,3.6646,0.075345,-0.014415,29.464,12.388,9.6526,-0.025417,1.6665,,0.82471,-0.015251,0.49515,0.26413,-0.015009,77.568,40.706,-0.14273,1.856,36.308,-0.072147,-0.043291,2.4063,0.13658,0.080722,1.4263,1.4263,1317.7,-0.015251,-0.029128,1.0143,0.0,9.9019,8.9668,29.913,12.202,2.8823,4,0
0.01975,0.31132,0.047421,1.1755,-6.8324,0.0,0.025809,2.2122,1.2873,0.68868,0.030072,0.095524,0.09734,0.025809,906.83,0.4025,3.2122,0.025809,0.020049,19.398,1.2431,0.028424,0.015342,0.043019,0.032028,0.38304,6.668,0.069491,4.3162,0.15101,0.023097,76.833,4.7506,4.1229,0.003769,1.2873,7.2798,0.72291,0.002928,0.43823,0.081123,0.02208,56.482,37.084,0.28869,0.9223,19.455,-0.071072,-0.05521,1.0202,0.27018,0.2105,1.0092,1.0594,982.2,0.002928,0.028678,0.98042,0.049704,18.817,9.8426,76.608,4.7645,1.8864,1,0
0.019432,1.1436,0.057721,1.1062,-162.89,-0.73771,0.008018,-0.12555,1.106,-0.14357,0.034748,0.014755,0.049472,0.008018,7628.9,0.047845,0.87445,0.008018,0.00725,167.06,,0.034364,0.01757,0.008018,-0.71828,0.057826,1.2856,0.1447,4.0857,1.0082,0.031419,191.09,1.9101,0.9076,0.068062,1.106,1.3004,-0.070593,0.061541,0.052475,0.47026,0.031072,188.97,21.91,0.038388,0.17465,178.02,-0.012332,-0.01115,0.52564,0.54338,0.52354,-0.35992,-0.17697,703.04,0.061541,-0.13535,0.99301,-0.5083,2.1848,16.659,179.33,2.0353,2.7725,1,0
0.11779,0.4439,0.40344,1.9088,24.773,0.0,0.11779,1.2528,3.1189,0.5561,0.11779,0.26534,0.037765,0.11779,1375.6,0.26534,2.2528,0.11779,0.037765,24.232,1.4917,0.0,0.037765,0.13199,0.48471,0.26534,,2.6426,3.578,0.12648,0.082165,59.866,6.097,6.097,0.000325,3.1189,,0.5561,0.000104,0.13414,,0.0,92.194,67.961,0.56883,1.4424,27.926,0.0,0.0,1.9088,0.4439,0.16402,3.6426,3.6426,1526.8,0.13225,0.21181,0.87476,0.0,15.062,5.3707,51.948,7.0262,20.43,5,0
0.084293,0.33121,0.49465,2.4948,-14.929,0.0,0.096564,2.0193,1.6944,0.66879,0.14478,0.29182,0.081802,0.096564,872.21,0.41848,3.0193,0.096564,0.056991,81.506,0.87747,0.098542,0.049749,0.31815,0.62466,0.38143,2.044,2.8356,4.6775,0.16991,0.057047,75.744,4.8189,4.8145,0.099776,1.6944,3531.8,0.66892,0.058887,0.6769,0.078533,0.058159,129.59,48.083,0.22279,1.3514,86.606,0.056504,0.033348,2.4926,0.33091,0.20752,3.8338,3.8346,23537.0,0.058887,0.12604,0.94495,0.00018933,4.4782,7.5911,71.284,5.1204,9.7129,4,0
0.059331,0.24138,0.55071,3.2815,-2.4392,0.58114,0.073022,3.1429,3.07,0.75862,0.080629,0.30252,0.046746,0.073022,613.92,0.59454,4.1429,0.073022,0.023786,65.054,0.82021,0.080629,0.019326,0.357,0.65213,0.53782,10.6,2.6488,3.2949,0.021143,0.023786,29.472,12.384,12.384,0.080629,3.07,,0.75862,0.026264,0.82773,0.053244,0.026264,70.42,5.3659,0.10843,1.0147,66.808,0.010142,0.003304,3.2815,0.24138,0.080746,3.6488,3.6488,1086.0,0.026264,0.078209,0.97621,0.0,5.6108,68.022,28.698,12.718,14.766,1,0
0.001462,0.32012,0.28223,2.1119,28.53,-0.77407,0.001871,2.1238,1.6951,0.67988,0.008801,0.00737,0.029434,0.001871,2341.8,0.15586,3.1238,0.001871,0.001104,31.565,1.1708,0.008677,0.000863,-0.14646,-0.77261,0.15459,1.2519,0.6083,3.9836,0.16783,0.002641,54.777,6.6634,5.2832,0.00389,1.6951,19.299,0.70006,0.002295,0.16165,0.1882,0.005119,106.59,75.021,0.009975,1.5344,31.638,-0.039347,-0.023212,1.6745,0.25381,0.15007,1.4654,1.5089,2717.6,0.002295,0.002151,0.9989,0.02968,11.563,4.8653,54.651,6.6787,3.6536,5,0
0.039955,0.74199,0.46494,3.5624,17.301,0.0,0.07339,0.34774,1.7273,0.25801,0.16331,0.40448,0.072007,0.07339,2177.4,0.16763,1.3477,0.07339,0.042488,80.004,1.0434,0.16331,0.023131,0.29293,0.21177,0.12257,1.8162,1.3148,3.879,0.41252,0.062441,42.253,8.6385,2.1124,0.15993,1.7273,0.48692,0.80795,0.092588,0.23636,0.11541,0.094544,127.53,47.521,0.10553,1.4758,88.167,0.11232,0.065025,0.87115,0.18144,0.11576,0.72965,2.2848,3518.9,0.092588,0.15486,0.95796,2.1314,4.5623,7.6808,38.341,9.5199,4.8847,5,0
0.0061209,0.78942,-0.12574,0.84072,-129.89,0.0061209,0.018062,0.24692,0.92044,0.19492,0.018062,0.02288,0.033669,0.018062,7381.4,0.049448,1.2668,0.018062,0.015579,98.928,0.90173,0.12145,0.0052794,0.018062,0.19492,0.034322,,-0.37386,4.0802,0.67925,0.015579,228.75,1.5956,0.15385,0.12145,1.3879,,0.19492,0.10476,0.01122,0.18222,0.10476,206.15,107.23,0.019479,0.44267,91.057,0.10048,0.086667,0.84072,0.78942,0.62672,0.57959,0.57959,-1512.5,-0.086441,0.031401,1.0864,0.0,3.6896,3.404,248.53,1.4686,3.4473,3,1
0.18687,0.42338,0.22266,1.5879,11.623,0.31106,0.2257,1.3287,1.0609,0.56254,0.2257,0.59599,0.067687,0.2257,583.9,0.62511,2.3619,0.2257,0.057724,9.1757,1.0179,0.22444,0.047792,0.38466,0.56254,0.53339,0.60898,0.55853,4.1471,0.096609,0.057724,37.505,9.732,0.53012,0.22444,3.9681,11.259,0.60722,0.057402,0.138,0.052845,0.057402,51.258,42.082,1.9011,1.3284,9.7347,0.18549,0.047438,1.4204,0.3787,0.10275,1.4111,1.5232,3124.0,0.057414,0.33219,0.94259,0.079424,39.779,8.6735,35.352,10.325,9.8083,3,0
0.0088062,0.8487,0.038588,1.0457,-39.115,0.16805,0.012402,0.16458,1.0366,0.13968,0.012402,0.014682,0.014828,0.012402,19188.0,0.019023,1.1783,0.012402,0.01139,32.749,1.1343,0.038158,0.008088,0.21483,0.13968,0.014786,0.3633,0.33065,3.9624,0.7212,0.01139,293.55,1.2434,0.044961,0.038158,1.0989,196.93,0.14367,0.035046,0.13977,0.66591,0.035046,256.53,223.78,0.090144,0.93003,33.949,0.034415,0.031609,1.0408,0.84471,0.80425,1.1969,1.231,353.84,0.035345,0.063047,0.96466,0.02856,11.145,1.6311,283.17,1.289,9.3298,4,0
0.16576,0.44601,0.47694,2.071,54.717,0.0,0.20644,1.2421,2.3052,0.55399,0.21605,0.46356,0.096326,0.20644,733.14,0.49786,2.2421,0.20644,0.089553,0.0,1.0061,0.21476,0.071909,0.48135,0.52869,0.40667,22.336,6.1351,3.2959,0.16556,0.089553,77.369,4.7176,4.7104,0.20431,2.3052,,0.55399,0.088631,0.50377,0.064533,0.093165,110.51,110.51,,2.071,0.0,0.19915,0.086392,2.0678,0.44533,0.21197,7.1263,7.1263,942.7,0.088631,0.29922,0.91117,0.0,,3.303,70.512,5.1764,29.653,2,0
0.13357,0.59551,0.067387,1.1142,-58.206,0.16059,0.14993,0.60296,1.1269,0.35907,0.14993,0.25409,0.11411,0.14993,1092.9,0.33397,1.6792,0.14993,0.086024,16.641,1.2249,0.18907,0.076633,0.19025,0.35907,0.30649,1.2224,0.19673,6.1522,0.33029,0.086024,139.25,2.6211,0.31749,0.18907,1.7577,106.48,0.3645,0.10848,0.42354,0.082254,0.10848,85.348,68.706,1.6808,0.97953,18.753,0.14012,0.080394,1.104,0.59009,0.38152,1.0483,1.0642,95672.0,0.1126,0.37198,0.8874,0.015117,21.933,5.3125,123.57,2.9537,5.0885,5,0
0.17056,0.18184,0.4303,3.3664,49.662,0.52409,0.21498,4.3226,1.109,0.78602,0.21498,1.1822,0.10851,0.21498,261.82,1.3941,5.4993,0.21498,0.092022,20.967,0.97575,0.21518,0.073009,0.67114,0.78602,1.1498,1.0215,1.1094,4.0304,0.040765,0.092022,31.508,11.584,1.1833,0.21518,2.3442,,0.78602,0.092107,0.53581,0.023565,0.092107,80.418,59.451,1.271,2.6284,23.253,0.17666,0.075619,3.3664,0.18184,0.086323,2.0266,2.0266,4615.0,0.098307,0.21699,0.90169,0.0,17.409,6.1395,28.41,12.847,6.0233,3,0
-0.44378,1.8379,-1.7444,0.04919,-534.54,-1.5041,-0.44378,-0.45591,0.90061,-0.83795,-0.44116,-0.24189,-0.35657,-0.44378,-2089.0,-0.17472,0.54409,-0.44378,-0.49275,0.0,0.87459,-0.44154,-0.49275,-1.5889,-1.3775,-0.17472,-168.31,-1.9175,2.7715,2.0205,-0.48984,497.94,0.73301,0.73171,-0.44423,0.90061,,-0.83795,-0.49325,0.048315,-0.19212,-0.49027,0.65098,0.65098,,0.04919,0.0,-0.56419,-0.62646,0.049102,1.8347,1.3642,-0.92107,-0.92107,-1030.6,-0.49325,0.5296,1.4911,0.0,,560.7,743.55,0.49089,0.98996,5,0
0.21934,0.27325,0.57775,3.1818,75.119,0.0,0.26983,2.6596,2.2332,0.72675,0.27489,1.019,0.13788,0.26983,323.92,1.1268,3.6596,0.26983,0.12083,27.377,0.89712,0.24606,0.09822,0.96052,0.708,0.94208,48.556,3.6695,3.426,-0.037015,0.12309,48.547,7.5185,7.2859,0.2423,2.2332,,0.72675,0.1085,1.3545,0.032056,0.11018,79.086,51.708,1.3095,2.5493,30.709,0.20798,0.09313,3.0834,0.2648,0.13301,4.6158,4.6158,1540.8,0.1085,0.30181,0.8813,0.0,13.332,7.0588,43.28,8.4335,14.184,4,0
0.005285,0.11185,0.032611,1.6637,20.242,0.065115,0.007757,7.8522,1.0028,0.87828,0.007757,0.15788,0.15785,0.007757,1044.3,0.34952,8.9404,0.007757,0.031321,26.478,1.6352,0.00082,0.021339,0.076801,0.87828,0.32741,0.033193,0.035514,5.3756,0.41577,0.031321,72.61,5.0268,0.007329,0.00082,0.26501,1.0168,0.941,0.00331,0.23205,0.11436,0.00331,103.67,77.189,0.29416,1.2981,26.552,-0.030517,-0.12322,0.73081,0.049131,0.19893,0.95646,1.0248,7743.6,0.002776,0.006017,0.99722,0.071413,13.785,4.7286,72.409,5.0408,0.26971,1,0
0.033316,0.36838,0.26416,2.1572,51.898,0.092845,0.037873,1.5087,1.0483,0.55576,0.037873,0.16591,0.056656,0.037873,1537.5,0.2374,2.7146,0.037873,0.024536,13.516,1.031,0.057754,0.021584,0.11269,0.55576,0.22503,0.39222,0.52046,4.0863,0.21777,0.024536,56.585,6.4505,0.15678,0.057754,1.5504,3.1069,0.69586,0.037415,0.14946,0.11283,0.037415,108.38,94.86,0.58287,1.9068,14.169,0.008173,0.005295,1.3368,0.22828,0.15503,1.095,1.371,3222.0,0.046066,0.059947,0.95393,0.25209,27.005,3.8478,53.979,6.7619,3.0412,5,0
0.19076,0.21811,0.63759,3.9277,64.43,0.0,0.19076,3.5848,3.197,0.78189,0.21006,0.87595,0.06431,0.19076,387.22,0.94261,4.5848,0.19076,0.059669,17.644,1.0836,0.0,0.059669,0.30619,0.24694,0.94261,0.0,4.4081,3.2264,0.010743,0.13247,30.085,12.132,12.114,0.010849,3.197,,0.78189,0.0033936,0.90274,0.49007,0.0,75.212,57.567,1.2343,3.2181,21.35,-0.014835,-0.0046405,3.9216,0.21778,0.082425,5.4058,5.4058,1073.9,0.17355,0.24397,0.83219,0.0,20.686,6.3404,24.864,14.68,22.103,3,0
0.11786,0.2387,0.61855,4.5388,96.671,0.0,0.15536,3.1894,2.3863,0.7613,0.15655,0.88883,0.08663,0.15536,421.46,0.86604,4.1894,0.15536,0.065107,4.8816,1.1208,0.15119,0.049391,0.2722,0.71605,0.70894,127.36,2.9932,3.8126,0.0066674,0.065252,29.044,12.567,9.2028,0.18956,2.3863,,0.7613,0.07944,1.3349,0.039282,0.063359,85.659,80.777,3.693,4.3562,5.3028,0.099831,0.041835,3.3236,0.17479,0.079571,3.684,3.684,4017.7,0.07944,0.15482,0.93526,0.0,74.771,4.5186,26.736,13.652,11.547,2,0
-0.0099645,0.64704,-0.10579,0.8365,-70.965,-0.12109,-0.0099645,0.54549,1.8385,0.35296,0.040346,-0.0154,0.015102,-0.0099645,8506.1,0.04291,1.5455,-0.0099645,-0.0054199,49.737,1.2404,0.0018275,-0.0054199,-0.1091,0.041297,0.04291,0.036325,-0.23061,3.4794,0.3351,-0.0014645,126.94,2.8755,2.8755,-0.022065,1.8385,,0.35296,-0.012002,0.052523,0.54525,0.00099403,100.71,50.973,-0.039775,0.44933,49.147,-0.035902,-0.019528,0.8365,0.64704,0.34777,0.76939,0.76939,-319.08,-0.012002,-0.028231,1.0052,0.0,7.3386,7.1606,128.46,2.8414,4.0076,3,0
0.024557,0.57532,0.33465,1.5817,-7.9533,0.18258,0.035151,0.66959,1.016,0.38523,0.035151,0.061098,0.032552,0.035151,3605.3,0.10124,1.7382,0.035151,0.019645,69.49,1.0888,0.03391,0.013724,0.24552,0.38523,0.082825,0.19255,3.7173,4.3533,0.30219,0.019645,119.24,3.061,0.05894,0.03391,1.8281,,0.38523,0.018952,0.11649,0.33181,0.018952,171.96,102.47,0.072088,0.98958,70.604,0.010816,0.0060447,1.5817,0.57532,0.32669,4.2791,4.2791,7549.8,0.015781,0.063746,0.98422,0.0,5.2526,3.5621,117.36,3.1101,19.875,3,0
0.015742,1.1045,0.048062,1.1922,3.2844,-0.18005,0.018858,-0.094628,0.32118,-0.10452,0.031486,0.075413,0.26819,0.018858,4680.3,0.077986,0.90537,0.018858,0.058716,47.166,1.0455,0.013115,0.049014,0.018128,-0.14909,0.075165,1.0386,0.068477,3.8666,2.8223,0.058716,288.59,1.2648,0.28635,0.0049003,0.32118,0.30034,0.74993,0.015257,0.80919,0.45796,0.040833,108.84,61.678,0.37929,1.0262,47.897,-0.054164,-0.16864,0.26992,0.25007,0.79065,-0.14891,1.0685,353.49,0.015257,-0.15062,0.94661,-8.1751,7.7385,5.9178,284.19,1.2844,0.4576,3,0
0.0078355,0.40093,0.33391,1.8974,159.19,0.0,0.010145,1.4942,0.80037,0.59907,0.042563,0.027266,0.045079,0.010145,4056.1,0.089989,2.4942,0.010145,0.012676,0.39279,0.73698,0.026339,0.0097899,0.00095105,0.0078351,0.084227,0.8125,1.1358,3.3753,-0.066992,0.012676,174.56,2.0909,1.9405,0.022362,0.80037,24.445,0.62791,0.027939,1.223,0.25566,0.032909,114.44,114.05,9.0974,1.8951,0.40408,0.00040536,0.00050647,1.7609,0.37209,0.47826,2.0376,2.1358,792.44,0.02794,0.013079,0.98765,0.048152,929.26,3.2004,169.69,2.151,2.7223,3,0
0.052986,0.18987,0.2637,2.3889,15.403,0.17148,0.067133,3.8849,1.0562,0.73761,0.067133,0.35358,0.11447,0.067133,724.44,0.50384,5.2668,0.067133,0.080331,4.9438,0.92097,0.04889,0.063403,0.25627,0.73761,0.42933,0.61787,0.4826,5.7518,0.21695,0.080331,87.582,4.1675,0.2575,0.04889,0.86115,,0.73761,0.058502,1.2025,0.080628,0.058502,98.382,93.439,4.6811,2.3293,5.2214,0.02036,0.024363,2.3889,0.18987,0.23995,1.3499,1.3499,148900.0,0.053168,0.071835,0.94683,0.0,73.83,3.9063,82.926,4.4015,1.5294,3,0
